CLID	NAME	Fourier	Scaled Fourier	Sin	Cos	Atan2	Phase
AGI_HUM1_OLIGO_A_32_P810302	867197 ^  ^  ^ 	10.59910269	5.067293209	0.817507633	0.575917763	0.957069987	S 
AGI_HUM1_OLIGO_A_32_P33913	868746 ^  ^  ^ 	9.419861468	5.061131429	-0.186549928	-0.982445482	-2.953943405	G2 
AGI_HUM1_OLIGO_A_23_P381461	855210 ^ MGC20806 ^ Hypothetical protein MGC20806 ^ 201255	10.28424051	5.060165141	0.765558176	0.643366676	0.871908469	G1/S 
AGI_HUM1_OLIGO_A_24_P921321	"855020 ^  ^ Homo sapiens, clone IMAGE:4454331, mRNA ^ "	9.013199765	5.053493804	-0.838231212	-0.545314988	-2.147561172	G2/M 
AGI_HUM1_OLIGO_A_24_P22079	854848 ^ FOXO1A ^ Forkhead box O1A (rhabdomyosarcoma) ^ 2308	12.32834788	5.052452842	0.696734055	0.717329532	0.770834447	S 
AGI_HUM1_OLIGO_A_23_P255076	692080 ^ RWDD2 ^ RWD domain containing 2 ^ 112611	11.39613216	5.047221576	0.27487726	0.961479325	0.278462043	G1/S 
AGI_HUM1_OLIGO_A_32_P32043	856622 ^ PSIP1 ^ PC4 and SFRS1 interacting protein 1 ^ 11168	8.497288243	5.046225088	0.803178425	0.595738548	0.93261146	G1/S 
AGI_HUM1_OLIGO_A_23_P59349	696151 ^ HECA ^ Headcase homolog (Drosophila) ^ 51696	10.20455461	5.039131521	0.84768539	0.530499274	1.011606885	S 
AGI_HUM1_OLIGO_A_24_P915300	861648 ^  ^  ^ 	10.67465524	5.038191757	0.666425942	0.745571233	0.729404737	S 
AGI_HUM1_OLIGO_A_23_P48099	693942 ^ NUP37 ^ Nucleoporin 37kDa ^ 79023	7.738501371	5.037864993	-0.593851346	-0.804574781	-2.505755411	G2/M 
AGI_HUM1_OLIGO_A_23_P37244	"854445 ^ SNAPC1 ^ Small nuclear RNA activating complex, polypeptide 1, 43kDa ^ 6617"	9.375264892	5.036898564	0.081008051	-0.996713447	3.06049574	G2 
AGI_HUM1_OLIGO_A_32_P4505	856780 ^  ^  ^ 	7.985609813	5.036164757	-0.440025307	-0.897985373	-2.685965799	M/G1 
AGI_HUM1_OLIGO_A_32_P496952	855842 ^ FLJ45645 ^ FLJ45645 protein ^ 375287	11.55693545	5.035680371	0.347415656	0.937711236	0.354813679	G1/S 
AGI_HUM1_OLIGO_A_24_P921264	850589 ^  ^  ^ 	8.00675507	5.034807723	0.807938345	0.589267028	0.940644999	S 
AGI_HUM1_OLIGO_A_32_P171348	853549 ^  ^  ^ 	9.146457239	5.032161258	-0.334531719	-0.942384491	-2.800484378	M/G1 
AGI_HUM1_OLIGO_A_23_P54297	"686559 ^ EIF3S1 ^ Eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa ^ 8669"	7.959247164	5.029042361	-0.651162818	-0.758938064	-2.432477057	G2/M 
AGI_HUM1_OLIGO_A_23_P415401	771795 ^ KLF9 ^ Kruppel-like factor 9 ^ 687	10.8689552	5.027456967	0.684395856	0.729110631	0.753774772	G1/S 
AGI_HUM1_OLIGO_A_23_P64743	691553 ^ STK38L ^ Serine/threonine kinase 38 like ^ 23012	12.23965626	5.02420754	0.999705766	-0.024256565	1.595055272	S 
AGI_HUM1_OLIGO_A_23_P165937	694947 ^ C20orf172 ^ Chromosome 20 open reading frame 172 ^ 79980	7.881346173	5.014750824	0.549468305	0.835514561	0.581727737	G1/S 
AGI_HUM1_OLIGO_A_23_P417383	773909 ^ FLJ25084 ^ Hypothetical protein FLJ25084 ^ 151516	8.612466241	5.01370416	-0.850224959	-0.526419528	-2.12518017	M/G1 
AGI_HUM1_OLIGO_A_24_P32473	853347 ^  ^  ^ 	11.23059857	5.012013992	0.98417192	0.177216341	1.392639028	S 
AGI_HUM1_OLIGO_A_23_P340149	865818 ^ ZNF6 ^ Zinc finger protein 6 (CMPX1) ^ 7552	12.10440271	5.00733721	0.536968523	0.843602279	0.566839492	G1/S 
AGI_HUM1_OLIGO_A_32_P115446	863519 ^  ^  ^ 	10.38671242	5.006592736	0.011225739	0.999936989	0.011225975	G1/S 
AGI_HUM1_OLIGO_A_32_P4199	853972 ^ RNF152 ^ Ring finger protein 152 ^ 220441	11.20462895	5.002553096	0.581526462	0.813527488	0.620603784	S 
AGI_HUM1_OLIGO_A_23_P135595	"692941 ^ ING5 ^ Inhibitor of growth family, member 5 ^ 84289"	10.06729585	5.001160763	0.505835156	0.862630161	0.530349841	S 
AGI_HUM1_OLIGO_A_23_P15375	697335 ^ ARMC7 ^ Armadillo repeat containing 7 ^ 79637	8.240767306	4.993913228	-0.936245673	-0.351346039	-1.929804742	G2/M 
AGI_HUM1_OLIGO_A_23_P207999	683149 ^ PMAIP1 ^ Phorbol-12-myristate-13-acetate-induced protein 1 ^ 5366	8.463764478	4.991716695	0.86451216	0.502611904	1.044178949	S 
AGI_HUM1_OLIGO_A_23_P88404	"689044 ^ TGFB3 ^ Transforming growth factor, beta 3 ^ 7043"	8.304201005	4.990318248	0.027300649	0.999627268	0.027304041	G1/S 
AGI_HUM1_OLIGO_A_23_P336198	854678 ^ GLCCI1 ^ Glucocorticoid induced transcript 1 ^ 113263	10.16195515	4.988320869	0.5730955	0.819488589	0.610278244	G1/S 
AGI_HUM1_OLIGO_A_23_P433504	846762 ^ FLJ33996 ^ Hypothetical protein FLJ33996 ^ 283401	8.660755505	4.983268806	-0.822028131	-0.569446883	-2.176629156	G2/M 
AGI_HUM1_OLIGO_A_32_P8806	855602 ^  ^  ^ 	10.98606953	4.981984782	-0.84712867	-0.531387821	-2.131034316	G2/M 
AGI_HUM1_OLIGO_A_24_P349965	857088 ^ TCF19 ^ Transcription factor 19 (SC1) ^ 6941	8.883628633	4.9808196	0.800412142	0.599450084	0.927982436	G1/S 
AGI_HUM1_OLIGO_A_23_P154849	689843 ^ OLIG1 ^ Oligodendrocyte transcription factor 1 ^ 116448	11.22216931	4.980163074	-0.62695966	0.779051722	-0.677644437	G1/S 
AGI_HUM1_OLIGO_A_23_P424	683679 ^ MARK1 ^ MAP/microtubule affinity-regulating kinase 1 ^ 4139	8.525933702	4.978173325	0.677379393	0.735633847	0.744194386	G1/S 
AGI_HUM1_OLIGO_A_23_P252711	"688423 ^ LACTB2 ^ Lactamase, beta 2 ^ 51110"	9.661081334	4.976761133	0.847831321	0.530266019	1.011882028	G1/S 
AGI_HUM1_OLIGO_A_32_P234700	857031 ^ WASL ^ Wiskott-Aldrich syndrome-like ^ 8976	8.952197313	4.974619668	0.493698421	0.869633181	0.516337496	G1/S 
AGI_HUM1_OLIGO_A_23_P29029	862468 ^ C21orf119 ^ Chromosome 21 open reading frame 119 ^ 84996	8.569197857	4.969234991	0.573981215	0.818868466	0.611359468	S 
AGI_HUM1_OLIGO_A_23_P345445	"852355 ^ LGALS8 ^ Lectin, galactoside-binding, soluble, 8 (galectin 8) ^ 3964"	12.76279703	4.960707762	0.575847726	0.817556968	0.613640671	S 
AGI_HUM1_OLIGO_A_23_P147106	695696 ^ FLJ20245 ^ Hypothetical protein FLJ20245 ^ 54863	8.554517012	4.960216926	-0.988613079	-0.150479831	-1.72184994	G2/M 
AGI_HUM1_OLIGO_A_32_P197698	852532 ^ GOLPH3 ^ Golgi phosphoprotein 3 (coat-protein) ^ 64083	9.972628445	4.960016401	0.916115558	0.40091431	1.158281669	S 
AGI_HUM1_OLIGO_A_23_P70328	691536 ^ C6orf139 ^ Chromosome 6 open reading frame 139 ^ 55166	8.594186714	4.958544937	0.72149504	0.692419604	0.80595905	G1/S 
AGI_HUM1_OLIGO_A_23_P91900	869900 ^ SMC4L1 ^ SMC4 structural maintenance of chromosomes 4-like 1 (yeast) ^ 10051	8.592725717	4.956258415	-0.469820087	-0.882762191	-2.652505693	G2/M 
AGI_HUM1_OLIGO_A_23_P55551	865045 ^ CHMP1.5 ^ CHMP1.5 protein ^ 57132	9.786138574	4.953831421	0.683368287	0.730073821	0.752366357	G1/S 
AGI_HUM1_OLIGO_A_23_P213141	682053 ^ TRIM2 ^ Tripartite motif-containing 2 ^ 23321	8.722233693	4.951245734	0.318711868	0.947851647	0.324370174	G1/S 
AGI_HUM1_OLIGO_A_23_P340890	857992 ^ MGC33488 ^ Hypothetical protein MGC33488 ^ 90326	9.043342252	4.949728688	-0.925920346	-0.377718828	-1.958127701	G2/M 
AGI_HUM1_OLIGO_A_23_P253281	"682846 ^ TBC1D8 ^ TBC1 domain family, member 8 (with GRAM domain) ^ 11138"	9.289335591	4.948484805	0.733786902	0.679379704	0.823879359	G1/S 
AGI_HUM1_OLIGO_A_23_P202316	683752 ^  ^  ^ 	6.054571118	4.946269766	-0.564578223	-0.825379567	-2.541670499	G2/M 
AGI_HUM1_OLIGO_A_24_P109432	845097 ^  ^  ^ 	9.711312476	4.943271699	0.726286684	0.68739192	0.812904383	G1/S 
AGI_HUM1_OLIGO_A_23_P121898	"845690 ^ PARP8 ^ Poly (ADP-ribose) polymerase family, member 8 ^ 79668"	8.405361424	4.942940892	0.825167087	0.564888731	0.970497924	S 
AGI_HUM1_OLIGO_A_23_P402787	774594 ^ LOC124402 ^ LOC124402 ^ 124402	8.085162462	4.940381927	0.727189932	0.686436307	0.814219318	S 
AGI_HUM1_OLIGO_A_23_P315451	771852 ^ KIRREL2 ^ Kin of IRRE like 2 (Drosophila) ^ 84063	10.09319665	4.937733106	-0.020004314	0.999799894	-0.020005649	G1/S 
AGI_HUM1_OLIGO_A_23_P128663	688625 ^ SACS ^ Spastic ataxia of Charlevoix-Saguenay (sacsin) ^ 26278	9.872069149	4.934968391	0.006991134	-0.999975562	3.134601462	G2 
AGI_HUM1_OLIGO_A_32_P123176	"862676 ^ KHDRBS1 ^ KH domain containing, RNA binding, signal transduction associated 1 ^ 10657"	7.990441531	4.926842325	-0.746684901	-0.665177915	-2.298528392	M/G1 
AGI_HUM1_OLIGO_A_23_P432583	861001 ^ OAZ3 ^ Ornithine decarboxylase antizyme 3 ^ 51686	11.38747339	4.922907234	-0.028108857	0.999604868	-0.02811256	G1/S 
AGI_HUM1_OLIGO_A_23_P327370	773970 ^ PGPEP1 ^ Pyroglutamyl-peptidase I ^ 54858	7.982158961	4.92262936	0.703523723	0.710671775	0.780343706	S 
AGI_HUM1_OLIGO_A_24_P411749	847076 ^ GPR126 ^ G protein-coupled receptor 126 ^ 57211	8.093732495	4.921855386	0.211390024	-0.977401789	2.92859575	G2 
AGI_HUM1_OLIGO_A_24_P12438	848311 ^ NCOA7 ^ Nuclear receptor coactivator 7 ^ 135112	11.3661078	4.921638338	0.844005174	0.536335031	1.004707592	G1/S 
AGI_HUM1_OLIGO_A_24_P364236	"866472 ^ NDUFC2 ^ NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa ^ 4718"	9.930773115	4.918999916	-0.941648784	-0.33659704	-1.914097047	M/G1 
AGI_HUM1_OLIGO_A_23_P206899	689123 ^ LOC57146 ^ Promethin ^ 57146	12.4580057	4.915094361	-0.027051831	0.999634032	-0.027055132	G1/S 
AGI_HUM1_OLIGO_A_23_P155179	688330 ^ KIAA1160 ^ KIAA1160 protein ^ 57461	9.53445688	4.910655275	-0.980547771	-0.196280585	-1.768359596	G2/M 
AGI_HUM1_OLIGO_A_24_P166794	852502 ^ NCOA2 ^ Nuclear receptor coactivator 2 ^ 10499	8.949721643	4.910595919	0.404015671	0.914752064	0.415902513	G1/S 
AGI_HUM1_OLIGO_A_24_P377144	869683 ^ ANTXR2 ^ Anthrax toxin receptor 2 ^ 118429	9.303050074	4.910531254	-0.607704797	-0.794163005	-2.48842536	G2 
AGI_HUM1_OLIGO_A_32_P118896	847435 ^  ^  ^ 	9.238440505	4.907736749	-0.841179805	-0.540755523	-2.142131347	M/G1 
AGI_HUM1_OLIGO_A_32_P3127	847704 ^  ^ Clone 23728 mRNA sequence ^ 	9.284840851	4.905218561	-0.739955864	-0.672655423	-2.308587912	G2/M 
AGI_HUM1_OLIGO_A_24_P365015	854069 ^ HOXB13 ^ Homeo box B13 ^ 10481	9.872803486	4.901402655	-0.999828514	0.018518718	-1.55227655	G2/M 
AGI_HUM1_OLIGO_A_32_P186138	867927 ^  ^ Similar to Heat shock protein 67B2 ^ 401270	7.820687681	4.900677522	0.874060796	0.485816555	1.063499193	S 
AGI_HUM1_OLIGO_A_23_P420551	"867329 ^ CIT ^ Citron (rho-interacting, serine/threonine kinase 21) ^ 11113"	9.142701989	4.899199145	-0.566494806	-0.82406531	-2.539346587	G2/M 
AGI_HUM1_OLIGO_A_32_P141418	856083 ^ ARMC4 ^ Armadillo repeat containing 4 ^ 55130	10.5220959	4.898908974	0.840312964	0.542101579	0.997860281	S 
AGI_HUM1_OLIGO_A_23_P381332	851507 ^ ZNF480 ^ Zinc finger protein 480 ^ 147657	7.751707443	4.895451305	0.243285895	0.969954624	0.245752099	G1/S 
AGI_HUM1_OLIGO_A_24_P59361	864489 ^ C20orf23 ^ Chromosome 20 open reading frame 23 ^ 55614	9.981170187	4.893079042	0.575569972	0.817752534	0.613300975	S 
AGI_HUM1_OLIGO_A_24_P82948	857776 ^ ZNF313 ^ Zinc finger protein 313 ^ 55905	7.660567426	4.884622929	-0.768376604	-0.639997964	-2.265291943	G2/M 
AGI_HUM1_OLIGO_A_23_P216132	695912 ^ WHSC1L1 ^ Wolf-Hirschhorn syndrome candidate 1-like 1 ^ 54904	8.865645336	4.879544805	0.596501247	0.80261215	0.639134802	S 
AGI_HUM1_OLIGO_A_24_P140405	"859006 ^ ADAMTS3 ^ A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3 ^ 9508"	7.800822339	4.878103835	0.443916788	0.896068014	0.459965048	G1/S 
AGI_HUM1_OLIGO_A_24_P222997	"850813 ^ ZRANB3 ^ Zinc finger, RAN-binding domain containing 3 ^ 84083"	7.814154051	4.875242898	0.021608919	-0.9997665	3.119982053	G2 
AGI_HUM1_OLIGO_A_23_P152235	847230 ^ IRX3 ^ Iroquois homeobox protein 3 ^ 79191	9.574761919	4.873678289	0.065619364	0.997844727	0.065666547	G1/S 
AGI_HUM1_OLIGO_A_23_P132175	690951 ^ RTN4R ^ Reticulon 4 receptor ^ 65078	10.31545716	4.869483761	0.64623682	0.763136929	0.702642879	G1/S 
AGI_HUM1_OLIGO_A_32_P80901	"843400 ^  ^ CDNA clone IMAGE:4140029, partial cds ^ "	10.16554181	4.867790026	-0.999671777	0.025619088	-1.545174436	G2/M 
AGI_HUM1_OLIGO_A_24_P275386	853404 ^  ^  ^ 	10.02410373	4.865820239	0.537472449	0.843281309	0.567436955	S 
AGI_HUM1_OLIGO_A_32_P62480	867535 ^  ^  ^ 	11.54346898	4.864013806	0.160637611	-0.987013454	2.980256034	M/G1 
AGI_HUM1_OLIGO_A_23_P24723	688818 ^ HSPC196 ^ Hypothetical protein HSPC196 ^ 51524	7.78503094	4.86371365	-0.403496697	-0.914981101	-2.726257408	G2/M 
AGI_HUM1_OLIGO_A_32_P19135	"862956 ^ RAB4B ^ RAB4B, member RAS oncogene family ^ 53916"	10.96994165	4.856360258	0.809869987	0.586609414	0.943930446	G1/S 
AGI_HUM1_OLIGO_A_32_P191354	856668 ^  ^  ^ 	7.667608851	4.855582314	-0.909390287	-0.415943874	-1.999776803	M/G1 
AGI_HUM1_OLIGO_A_24_P511686	869312 ^  ^ Hypothetical LOC399951 ^ 399951	11.37366099	4.852549714	0.981268814	0.192643493	1.376940935	G1/S 
AGI_HUM1_OLIGO_A_24_P932785	846383 ^ GATA4 ^ GATA binding protein 4 ^ 2626	14.86196342	4.851836577	-0.949945389	0.312416003	-1.253061048	G2/M 
AGI_HUM1_OLIGO_A_24_P42453	869878 ^  ^  ^ 	9.494770887	4.851277227	0.525147194	0.851011413	0.552888067	S 
AGI_HUM1_OLIGO_A_23_P116387	692961 ^ INCENP ^ Inner centromere protein antigens 135/155kDa ^ 3619	9.251092871	4.849774425	-0.143608482	-0.989634581	-2.997485918	G2/M 
AGI_HUM1_OLIGO_A_32_P23360	861917 ^ YPEL2 ^ Yippee-like 2 (Drosophila) ^ 388403	10.77002695	4.848203021	0.595728126	0.803186155	0.638171892	S 
AGI_HUM1_OLIGO_A_24_P410256	870423 ^  ^  ^ 	8.245876411	4.846860187	0.677818215	0.735229534	0.744791072	S 
AGI_HUM1_OLIGO_A_23_P23318	686737 ^ WDR3 ^ WD repeat domain 3 ^ 10885	7.983206709	4.845375379	-0.899623261	-0.436666907	-2.022686666	G2/M 
AGI_HUM1_OLIGO_A_24_P339071	"867925 ^ CDR2 ^ Cerebellar degeneration-related protein 2, 62kDa ^ 1039"	7.636661948	4.844820526	0.188276397	-0.982116082	2.952185792	G2 
AGI_HUM1_OLIGO_A_32_P200303	857470 ^ LOC154822 ^ Hypothetical protein LOC154822 ^ 154822	7.885821206	4.844252081	0.188284539	0.982114521	0.189415151	G1/S 
AGI_HUM1_OLIGO_A_23_P128447	689601 ^  ^  ^ 	11.18536875	4.836900193	0.764797353	0.644270913	0.870726734	S 
AGI_HUM1_OLIGO_A_24_P200297	846835 ^ ABTB1 ^ Ankyrin repeat and BTB (POZ) domain containing 1 ^ 80325	9.48704044	4.83676834	0.804415854	0.594066608	0.934691512	S 
AGI_HUM1_OLIGO_A_23_P60811	"683592 ^ PRKAA2 ^ Protein kinase, AMP-activated, alpha 2 catalytic subunit ^ 5563"	10.43846855	4.833324093	0.401733639	0.915756563	0.413409184	G1/S 
AGI_HUM1_OLIGO_A_32_P77098	846795 ^ DKFZp434C184 ^ CDNA DKFZp434C184 gene ^ 399474	10.82749579	4.833015159	0.461153552	0.887320349	0.4792948	G1/S 
AGI_HUM1_OLIGO_A_24_P235520	861970 ^  ^  ^ 	9.110022659	4.828740181	0.164058378	0.986450632	0.16480338	G1/S 
AGI_HUM1_OLIGO_A_24_P680857	843298 ^  ^ Hypothetical gene supported by AB002449 ^ 441104	9.74594987	4.828172804	-0.700522896	-0.713629926	-2.365462692	M/G1 
AGI_HUM1_OLIGO_A_32_P220245	843812 ^  ^ Transcribed locus ^ 	11.67880763	4.82688623	-0.945343578	-0.326075942	-1.902945981	G2/M 
AGI_HUM1_OLIGO_A_23_P345674	772495 ^ ZNF71 ^ Zinc finger protein 71 (Cos26) ^ 58491	8.288465078	4.825817888	-0.967401092	-0.253249141	-1.826833742	G2/M 
AGI_HUM1_OLIGO_A_23_P305507	771633 ^ TOP1 ^ Topoisomerase (DNA) I ^ 7150	8.374378971	4.824169873	-0.656375613	-0.754434261	-2.425588106	G2/M 
AGI_HUM1_OLIGO_A_23_P211445	688564 ^ LIMK2 ^ LIM domain kinase 2 ^ 3985	6.98280244	4.819648952	0.599696459	0.800227566	0.643121736	G1/S 
AGI_HUM1_OLIGO_A_24_P224727	"856750 ^ CEBPA ^ CCAAT/enhancer binding protein (C/EBP), alpha ^ 1050"	8.734717409	4.819406535	0.536207901	0.844085947	0.565938115	G1/S 
AGI_HUM1_OLIGO_A_23_P377291	"860020 ^ TGFA ^ Transforming growth factor, alpha ^ 7039"	9.873493472	4.817267591	0.345687326	-0.93834976	2.788621484	G2 
AGI_HUM1_OLIGO_A_23_P99930	688292 ^ FLJ20516 ^ Timeless-interacting protein ^ 54962	7.583620141	4.81095003	-0.036700238	0.999326319	-0.036708481	G1/S 
AGI_HUM1_OLIGO_A_32_P64919	848152 ^  ^  ^ 	9.141392796	4.805959283	-0.085954101	-0.996299098	-3.055532359	G2 
AGI_HUM1_OLIGO_A_23_P372096	866911 ^ LOC284804 ^ Hypothetical protein LOC284804 ^ 284804	7.580412896	4.802146087	-0.151464862	0.988462643	-0.152050065	G1/S 
AGI_HUM1_OLIGO_A_23_P215328	867167 ^ SFRP4 ^ Secreted frizzled-related protein 4 ^ 6424	14.63664261	4.797481623	0.930470474	0.36636689	1.195694917	G1/S 
AGI_HUM1_OLIGO_A_24_P58381	844596 ^ CHD7 ^ Chromodomain helicase DNA binding protein 7 ^ 55636	7.476524671	4.796145717	0.028036934	0.999606888	0.028040609	G1/S 
AGI_HUM1_OLIGO_A_32_P210311	864283 ^  ^  ^ 	12.73177475	4.796034084	-0.660015327	-0.751252134	-2.420753491	M/G1 
AGI_HUM1_OLIGO_A_32_P182045	863274 ^  ^ Full-length cDNA clone CS0DF003YI18 of Fetal brain of Homo sapiens (human) ^ 	7.960611967	4.794875603	0.347266188	0.937766599	0.354654287	G1/S 
AGI_HUM1_OLIGO_A_24_P102880	869404 ^ NAV1 ^ Neuron navigator 1 ^ 89796	11.88078072	4.793300983	-0.164152182	-0.986435026	-2.976694181	G2/M 
AGI_HUM1_OLIGO_A_23_P130764	"684598 ^ KCNJ14 ^ Potassium inwardly-rectifying channel, subfamily J, member 14 ^ 3770"	10.61999101	4.787980467	-0.750857719	-0.660463993	-2.292232871	G2/M 
AGI_HUM1_OLIGO_A_23_P11598	693890 ^ MGC27466 ^ Hypothetical protein MGC27466 ^ 127396	7.13193692	4.786328451	-0.325173064	-0.945654524	-2.810397922	G2 
AGI_HUM1_OLIGO_A_23_P119812	688134 ^ GPD2 ^ Glycerol-3-phosphate dehydrogenase 2 (mitochondrial) ^ 2820	7.909280191	4.785881716	0.625538836	0.78019303	0.675821987	G1/S 
AGI_HUM1_OLIGO_A_23_P329890	774072 ^ MGC17839 ^ Hypothetical protein MGC17839 ^ 219902	6.453188907	4.783142337	0.934960642	0.35475146	1.208148103	S 
AGI_HUM1_OLIGO_A_32_P59116	846312 ^  ^  ^ 	9.120651345	4.780799177	0.593091239	0.805135257	0.634892839	S 
AGI_HUM1_OLIGO_A_32_P220463	851543 ^  ^  ^ 	10.24989134	4.778396843	-0.992669265	-0.120862447	-1.691954979	M/G1 
AGI_HUM1_OLIGO_A_32_P231463	865287 ^  ^  ^ 	8.597758938	4.773768086	-0.045353125	0.998971018	-0.045368687	G1/S 
AGI_HUM1_OLIGO_A_23_P417404	771683 ^ C9orf88 ^ Chromosome 9 open reading frame 88 ^ 64855	7.816790313	4.766326978	-0.891571256	-0.452880443	-2.040789773	G2/M 
AGI_HUM1_OLIGO_A_24_P140204	854180 ^ PXK ^ PX domain containing serine/threonine kinase ^ 54899	8.081891191	4.764476904	0.633700825	0.773578221	0.686327926	S 
AGI_HUM1_OLIGO_A_24_P205307	865322 ^  ^  ^ 	7.611888281	4.758678525	-0.453405913	-0.891304145	-2.671009743	M/G1 
AGI_HUM1_OLIGO_A_32_P116271	870457 ^ FBI4 ^ FBI4 protein ^ 404201	7.759437239	4.758086915	0.704462583	0.709741128	0.78166566	S 
AGI_HUM1_OLIGO_A_23_P4153	693998 ^ NBR2 ^ Neighbor of BRCA1 gene 2 ^ 10230	9.329268406	4.752441277	0.672583758	0.740021005	0.737694738	G1/S 
AGI_HUM1_OLIGO_A_23_P135977	697641 ^  ^  ^ 	7.019778967	4.749420994	-0.522530752	-0.852620439	-2.591776189	G2/M 
AGI_HUM1_OLIGO_A_24_P89891	870528 ^ TRAF1 ^ TNF receptor-associated factor 1 ^ 7185	12.28568424	4.748539817	0.720382787	-0.693576701	2.33723859	S 
AGI_HUM1_OLIGO_A_23_P134125	690981 ^ MAP3K5 ^ Mitogen-activated protein kinase kinase kinase 5 ^ 4217	9.696876133	4.745253607	0.650241842	0.759727284	0.707902721	G1/S 
AGI_HUM1_OLIGO_A_23_P209066	697181 ^  ^  ^ 	7.949853957	4.744687488	0.479542133	0.877518856	0.500132863	G1/S 
AGI_HUM1_OLIGO_A_23_P76078	"690046 ^ IL23A ^ Interleukin 23, alpha subunit p19 ^ 51561"	9.506236755	4.741549288	0.999270667	-0.038185521	1.608991134	S 
AGI_HUM1_OLIGO_A_23_P359277	865638 ^  ^  ^ 	9.068144006	4.739619623	0.988300031	0.15252229	1.417676404	S 
AGI_HUM1_OLIGO_A_32_P139021	852342 ^  ^  ^ 	9.675065976	4.737725007	-0.794373847	-0.607429165	-2.223616594	M/G1 
AGI_HUM1_OLIGO_A_24_P76018	859872 ^ ARIH2 ^ Ariadne homolog 2 (Drosophila) ^ 10425	8.562993645	4.737596116	0.73671409	0.67620437	0.828198063	G1/S 
AGI_HUM1_OLIGO_A_24_P341538	857449 ^ USP51 ^ Ubiquitin specific protease 51 ^ 158880	8.764194295	4.72401466	0.300180677	0.953882362	0.304882061	S 
AGI_HUM1_OLIGO_A_32_P222474	842605 ^  ^  ^ 	9.38208364	4.71724598	-0.306678749	0.951813083	-0.311701668	G1/S 
AGI_HUM1_OLIGO_A_23_P105442	684413 ^ GRASP ^ GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein ^ 160622	8.288430209	4.715909578	-0.83949376	-0.543369328	-2.145241771	M/G1 
AGI_HUM1_OLIGO_A_23_P54622	858142 ^ KIF22 ^ Kinesin family member 22 ^ 3835	8.594793109	4.712284407	-0.323847926	-0.946109148	-2.811798876	G2/M 
AGI_HUM1_OLIGO_A_32_P75772	851013 ^  ^  ^ 	8.158680447	4.706400085	-0.913543313	-0.40674146	-1.98968062	M/G1 
AGI_HUM1_OLIGO_A_24_P283395	847093 ^ ADCK2 ^ AarF domain containing kinase 2 ^ 90956	8.370457576	4.706164215	0.776018239	0.630710467	0.888327927	S 
AGI_HUM1_OLIGO_A_32_P83973	847498 ^  ^  ^ 	9.519581661	4.704643894	-0.7749251	0.632053075	-0.886596584	G1/S 
AGI_HUM1_OLIGO_A_23_P28582	851789 ^ FLJ14082 ^ Hypothetical protein FLJ14082 ^ 80092	9.151727519	4.703814062	0.300296596	0.953845876	0.305003586	G1/S 
AGI_HUM1_OLIGO_A_32_P89269	849493 ^  ^  ^ 	11.37522998	4.698675246	0.263540842	0.964648239	0.266690976	G1/S 
AGI_HUM1_OLIGO_A_23_P7976	"684270 ^ HIST1H1E ^ Histone 1, H1e ^ 3008"	9.175703585	4.689500237	0.784056239	0.620689788	0.901174161	S 
AGI_HUM1_OLIGO_A_24_P295963	"855004 ^ SLC38A2 ^ Solute carrier family 38, member 2 ^ 54407"	11.3204383	4.68781614	0.585361186	0.810772645	0.62532547	G1/S 
AGI_HUM1_OLIGO_A_23_P312863	"771762 ^ TUBB2 ^ Tubulin, beta, 2 ^ 10383"	9.83328037	4.685617096	-0.79843829	-0.602076654	-2.216895788	G2/M 
AGI_HUM1_OLIGO_A_32_P126647	843178 ^  ^  ^ 	9.816860521	4.673453887	0.660155838	0.751128664	0.721026214	G1/S 
AGI_HUM1_OLIGO_A_32_P151263	"858325 ^ SLC2A4 ^ Solute carrier family 2 (facilitated glucose transporter), member 4 ^ 6517"	9.384153093	4.673007947	0.058015653	0.998315674	0.058048247	G1/S 
AGI_HUM1_OLIGO_A_23_P51729	"694627 ^ GJA12 ^ Gap junction protein, alpha 12, 47kDa ^ 57165"	10.99400376	4.653728809	-0.710664217	-0.703531357	-2.351150776	G2 
AGI_HUM1_OLIGO_A_23_P58747	692374 ^  ^  ^ 	7.008212494	4.649998047	0.506325902	0.862342207	0.530918831	S 
AGI_HUM1_OLIGO_A_23_P80839	692437 ^ FLJ12748 ^ Hypothetical protein FLJ12748 ^ 79929	6.656588529	4.649434046	0.144852108	0.989453317	0.145363502	G1/S 
AGI_HUM1_OLIGO_A_23_P85682	692198 ^ NFIA ^ Nuclear factor I/A ^ 4774	7.945369736	4.645498777	0.243859089	0.969810675	0.246343092	G1/S 
AGI_HUM1_OLIGO_A_32_P84242	845195 ^  ^  ^ 	10.60509252	4.644065462	0.394364239	0.918954214	0.405375917	G1/S 
AGI_HUM1_OLIGO_A_23_P204979	684456 ^ MBNL2 ^ Muscleblind-like 2 (Drosophila) ^ 10150	13.56100299	4.643856985	0.520378108	0.85393596	0.547293674	G1/S 
